what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334937860508
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334937877986
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334937910416
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334937915633
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334937916592
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334937918455
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334937918504
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334937918956
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334937936269
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334937969946
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334937971862
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334937976481
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334937977636
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334937979260
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334937979311
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334937979757
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334937984128
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334937985729
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334937991213
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334937991971
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334937993428
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1334937993479
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334937993912
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334938007060
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1334938017267
error,log,,,"Could not write metadata for '/'.",1334938044253
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334938044280
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334938046032
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334938052226
